14655,744,0,0
14661,735,0,0
14666,735,0,0
14671,622,0,0
14676,676,0,0
14681,1040,0,0
14686,1474,0,0
14691,1594,0,0
14696,1489,0,0
15274,755,0,0
15279,787,0,0
15285,847,0,0
15290,797,0,0
15295,751,0,0
15300,765,0,0
15305,826,0,0
15310,789,0,0
15315,754,0,0
15321,784,0,0
15326,840,0,0
15331,782,0,0
15336,756,0,0
15341,804,0,0
15346,839,0,0
15351,770,0,0
15357,771,0,0
15362,815,0,0
15367,862,0,0
15373,805,0,0
15378,783,0,0
15383,829,0,0
15388,830,0,0
15393,782,0,0
15398,784,0,0
15403,831,0,0
15408,823,0,0
15413,774,0,0
15419,813,0,0
15425,869,0,0
15430,825,0,0
15435,781,0,0
15440,821,0,0
15445,907,0,0
15450,856,0,0
15455,813,0,0
15460,844,0,0
15466,921,0,0
15471,858,0,0
15476,820,0,0
15481,847,0,0
15486,886,0,0
15491,816,0,0
15496,810,0,0
15501,851,0,0
15506,866,0,0
15512,793,0,0
15518,817,0,0
15523,879,0,0
15528,885,0,0
15533,816,0,0
15538,776,0,0
15543,759,0,0
15548,730,0,0
15553,765,0,0
15559,1152,0,0
15564,1558,0,0
15569,1593,0,0
15574,1427,0,0
15579,1114,0,0
15584,983,0,0
15589,885,0,0
15595,826,0,0
15600,827,0,0
15606,866,0,0
15611,797,0,0
15616,773,0,0
15621,813,0,0
15626,859,0,0
15631,785,0,0
15636,760,0,0
15641,813,0,0
15646,867,0,0
15652,778,0,0
15657,771,0,0
15662,838,0,0
15667,853,0,0
15673,792,0,0
15678,783,0,0
15683,858,0,0
15688,845,0,0
15693,785,0,0
15699,793,0,0
15704,863,0,0
15709,852,0,0
15714,804,0,0
15719,814,0,0
15724,886,0,0
15729,870,0,0
15734,811,0,0
15739,817,0,0
15745,898,0,0
15751,843,0,0
15756,825,0,0
15761,866,0,0
15766,924,0,0
15771,864,0,0
15777,844,0,0
15782,903,0,0
15787,955,0,0
15792,886,0,0
15798,886,0,0
15803,951,0,0
15808,935,0,0
15813,876,0,0
15818,888,0,0
15823,957,0,0
15828,940,0,0
15833,871,0,0
15838,874,0,0
15844,948,0,0
15850,923,0,0
15855,863,0,0
15860,860,0,0
15865,920,0,0
15870,859,0,0
15875,799,0,0
15880,808,0,0
15885,856,0,0
15891,769,0,0
15896,744,0,0
15901,781,0,0
15906,804,0,0
15911,732,0,0
15916,720,0,0
15921,768,0,0
15927,794,0,0
15932,722,0,0
15938,713,0,0
15943,794,0,0
15948,774,0,0
15953,713,0,0
15958,724,0,0
15963,788,0,0
15968,784,0,0
15973,717,0,0
15978,720,0,0
15984,800,0,0
15989,774,0,0
15994,733,0,0
15999,738,0,0
16005,810,0,0
16010,779,0,0
16015,744,0,0
16020,771,0,0
16025,844,0,0
16031,764,0,0
16036,737,0,0
16041,785,0,0
16046,852,0,0
16051,778,0,0
16056,740,0,0
16061,796,0,0
16066,835,0,0
16071,763,0,0
16077,757,0,0
16085,824,0,0
16090,776,0,0
16095,744,0,0
16100,785,0,0
16105,850,0,0
16110,790,0,0
16115,763,0,0
16120,777,0,0
16125,840,0,0
16131,770,0,0
16136,758,0,0
16141,802,0,0
16146,848,0,0
16151,793,0,0
16157,782,0,0
16162,822,0,0
16167,857,0,0
16172,781,0,0
16178,777,0,0
16183,828,0,0
16188,817,0,0
16193,767,0,0
16198,778,0,0
16203,846,0,0
16208,818,0,0
16213,760,0,0
16218,772,0,0
16224,867,0,0
16230,819,0,0
16235,786,0,0
16240,795,0,0
16245,857,0,0
16250,813,0,0
16255,765,0,0
16260,794,0,0
16265,864,0,0
16271,809,0,0
16276,789,0,0
16281,840,0,0
16286,872,0,0
16291,798,0,0
16296,778,0,0
16301,832,0,0
16306,885,0,0
16311,825,0,0
16317,826,0,0
16323,905,0,0
16328,905,0,0
16333,837,0,0
16338,840,0,0
16343,905,0,0
16348,903,0,0
16353,846,0,0
16358,842,0,0
16364,901,0,0
16369,854,0,0
16374,813,0,0
16379,825,0,0
16384,875,0,0
16390,813,0,0
16395,798,0,0
16400,845,0,0
16405,900,0,0
16411,818,0,0
16417,798,0,0
16422,798,0,0
16427,745,0,0
16432,652,0,0
16437,817,0,0
16442,1253,0,0
16447,1582,0,0
16452,1579,0,0
16458,1327,0,0
16463,1093,0,0
16468,940,0,0
16473,825,0,0
16478,813,0,0
16483,841,0,0
16488,804,0,0
16494,756,0,0
16499,785,0,0
16505,838,0,0
16510,775,0,0
16515,742,0,0
16520,774,0,0
16525,838,0,0
16530,791,0,0
16535,772,0,0
16540,807,0,0
16545,855,0,0
16551,772,0,0
16556,769,0,0
16561,818,0,0
16567,837,0,0
16572,773,0,0
16577,786,0,0
16582,838,0,0
16587,848,0,0
16592,780,0,0
16597,790,0,0
16603,849,0,0
16608,838,0,0
16613,778,0,0
16618,810,0,0
16623,891,0,0
16628,848,0,0
16633,786,0,0
16638,816,0,0
16643,883,0,0
16649,839,0,0
16655,818,0,0
16660,853,0,0
16665,917,0,0
16670,874,0,0
16675,833,0,0
16680,846,0,0
16685,890,0,0
16690,832,0,0
16697,797,0,0
16702,826,0,0
16707,836,0,0
16712,784,0,0
16717,795,0,0
16722,849,0,0
16727,843,0,0
16732,778,0,0
16737,780,0,0
16775,679,0,0
16780,715,0,0
16785,772,0,0
16790,688,0,0
16795,651,0,0
16800,695,0,0
16806,739,0,0
16811,676,0,0
16816,666,0,0
16822,729,0,0
16827,734,0,0
16832,658,0,0
16837,659,0,0
16842,728,0,0
16847,743,0,0
16852,680,0,0
16857,682,0,0
16862,746,0,0
16868,733,0,0
16873,700,0,0
16878,718,0,0
16884,779,0,0
16889,739,0,0
16894,700,0,0
16899,727,0,0
16904,794,0,0
16909,755,0,0
16915,703,0,0
16920,745,0,0
16925,806,0,0
16930,757,0,0
16935,729,0,0
16940,757,0,0
16945,810,0,0
16950,746,0,0
16955,721,0,0
16961,784,0,0
16967,817,0,0
16972,756,0,0
16977,752,0,0
16982,802,0,0
16987,803,0,0
16992,753,0,0
16997,760,0,0
17002,813,0,0
17008,806,0,0
17013,737,0,0
17018,746,0,0
17023,838,0,0
17028,799,0,0
17034,733,0,0
17039,775,0,0
17044,857,0,0
17049,795,0,0
17054,752,0,0
17060,792,0,0
17066,828,0,0
17071,762,0,0
17076,768,0,0
17081,815,0,0
17086,842,0,0
17091,773,0,0
17096,750,0,0
17101,820,0,0
17107,838,0,0
17112,763,0,0
17117,770,0,0
17122,840,0,0
17127,831,0,0
17132,766,0,0
17137,785,0,0
17142,857,0,0
17147,838,0,0
17153,769,0,0
17159,794,0,0
17164,859,0,0
17169,810,0,0
17174,771,0,0
17179,816,0,0
17184,865,0,0
17189,798,0,0
17194,762,0,0
17200,832,0,0
17205,896,0,0
17210,814,0,0
17215,781,0,0
17220,841,0,0
17226,884,0,0
17231,802,0,0
17236,798,0,0
17241,858,0,0
17247,886,0,0
17252,828,0,0
17257,838,0,0
17262,905,0,0
17267,911,0,0
17272,864,0,0
17277,858,0,0
17282,915,0,0
17287,908,0,0
17293,828,0,0
17299,841,0,0
17304,887,0,0
17309,852,0,0
17314,800,0,0
17319,813,0,0
17324,873,0,0
17329,817,0,0
17334,783,0,0
17341,836,0,0
17346,830,0,0
17351,690,0,0
17356,615,0,0
17361,736,0,0
17366,1056,0,0
17371,1354,0,0
17376,1573,0,0
17381,1569,0,0
17387,1231,0,0
17392,935,0,0
17397,870,0,0
17403,892,0,0
17408,833,0,0
17413,738,0,0
17418,727,0,0
17423,790,0,0
17428,790,0,0
17434,713,0,0
17439,737,0,0
17444,804,0,0
17449,766,0,0
17454,725,0,0
17459,745,0,0
17464,801,0,0
17469,754,0,0
17474,737,0,0
17479,763,0,0
17485,813,0,0
17491,750,0,0
17496,738,0,0
17501,785,0,0
17506,822,0,0
17511,765,0,0
17516,746,0,0
17521,800,0,0
17526,823,0,0
17532,739,0,0
17537,751,0,0
