9309064435
25885,733,0,0
25891,786,0,0
25896,861,0,0
25901,768,0,0
25906,731,0,0
25911,772,0,0
25916,834,0,0
25922,765,0,0
25927,751,0,0
26324,744,0,0
26329,767,0,0
26334,859,0,0
26340,819,0,0
26345,748,0,0
26350,772,0,0
26355,855,0,0
26360,804,0,0
26365,742,0,0
26371,789,0,0
26376,864,0,0
26381,792,0,0
26386,757,0,0
26391,816,0,0
26396,873,0,0
26401,777,0,0
26406,757,0,0
26411,819,0,0
26417,873,0,0
26423,778,0,0
26428,764,0,0
26433,838,0,0
26438,863,0,0
26443,769,0,0
26448,773,0,0
26453,836,0,0
26458,857,0,0
26464,762,0,0
26469,788,0,0
26474,863,0,0
26479,848,0,0
26484,768,0,0
26490,801,0,0
26495,876,0,0
26500,836,0,0
26505,771,0,0
26511,799,0,0
26516,856,0,0
26521,804,0,0
26526,772,0,0
26531,808,0,0
26536,883,0,0
26541,806,0,0
26546,771,0,0
26554,860,0,0
26559,862,0,0
26565,751,0,0
26570,767,0,0
26575,860,0,0
26580,824,0,0
26585,760,0,0
26590,780,0,0
26595,859,0,0
26600,806,0,0
26605,759,0,0
26611,802,0,0
26616,870,0,0
26622,797,0,0
26627,751,0,0
26632,777,0,0
26637,853,0,0
26642,778,0,0
26647,759,0,0
26652,822,0,0
26658,866,0,0
26663,773,0,0
26668,772,0,0
26673,838,0,0
26678,851,0,0
26683,771,0,0
26688,766,0,0
26693,853,0,0
26698,886,0,0
26704,784,0,0
26710,788,0,0
26715,866,0,0
26720,848,0,0
26725,781,0,0
26730,786,0,0
26735,830,0,0
26740,780,0,0
26745,742,0,0
26751,779,0,0
26756,844,0,0
26761,777,0,0
26766,760,0,0
26771,792,0,0
26777,829,0,0
26782,747,0,0
26787,739,0,0
26792,798,0,0
26798,848,0,0
26803,760,0,0
26808,793,0,0
26813,920,0,0
26818,1017,0,0
26823,1015,0,0
26828,950,0,0
26835,756,0,0
26840,539,0,0
26846,500,0,0
26852,623,0,0
26857,756,0,0
26862,728,0,0
26867,740,0,0
26872,804,0,0
26877,855,0,0
26882,764,0,0
26887,740,0,0
26893,832,0,0
26898,870,0,0
26903,783,0,0
26908,769,0,0
26914,833,0,0
26919,852,0,0
26924,778,0,0
26929,804,0,0
26934,854,0,0
26939,854,0,0
26945,790,0,0
26950,801,0,0
26955,874,0,0
26960,833,0,0
26965,782,0,0
26970,810,0,0
26975,900,0,0
26980,847,0,0
26985,789,0,0
26991,830,0,0
26997,880,0,0
27002,809,0,0
27007,791,0,0
27012,842,0,0
27017,906,0,0
27022,821,0,0
27027,795,0,0
27032,847,0,0
27038,897,0,0
27043,813,0,0
27048,829,0,0
27053,894,0,0
27058,904,0,0
27063,809,0,0
27068,817,0,0
27074,876,0,0
27079,871,0,0
27085,807,0,0
27090,822,0,0
27095,876,0,0
27100,840,0,0
27105,772,0,0
27110,784,0,0
27117,851,0,0
27122,757,0,0
27127,744,0,0
27133,827,0,0
27139,836,0,0
27144,737,0,0
27149,748,0,0
27154,822,0,0
27159,829,0,0
27164,742,0,0
27169,758,0,0
27174,828,0,0
27180,778,0,0
27185,732,0,0
27190,766,0,0
27195,839,0,0
27200,798,0,0
27205,751,0,0
27210,775,0,0
27215,839,0,0
27221,792,0,0
27227,739,0,0
27232,781,0,0
27237,844,0,0
27242,771,0,0
27247,739,0,0
27252,797,0,0
27257,848,0,0
27262,750,0,0
27267,734,0,0
27272,796,0,0
27278,860,0,0
27283,767,0,0
27288,743,0,0
27294,814,0,0
27299,825,0,0
27304,733,0,0
27309,753,0,0
27314,824,0,0
27319,816,0,0
27325,726,0,0
27330,748,0,0
27335,829,0,0
27340,791,0,0
27345,723,0,0
27350,752,0,0
27355,833,0,0
27360,785,0,0
27365,714,0,0
27371,772,0,0
27377,850,0,0
27382,777,0,0
27387,751,0,0
27392,792,0,0
27399,828,0,0
27404,734,0,0
27409,758,0,0
27414,856,0,0
27420,812,0,0
27425,737,0,0
27430,755,0,0
27435,847,0,0
27441,812,0,0
27446,758,0,0
27451,770,0,0
27456,847,0,0
27461,807,0,0
27467,768,0,0
27472,804,0,0
27477,858,0,0
27482,784,0,0
27487,756,0,0
27492,808,0,0
27497,863,0,0
27502,783,0,0
27507,768,0,0
27513,844,0,0
27519,867,0,0
27524,766,0,0
27529,775,0,0
27534,856,0,0
27539,876,0,0
27544,778,0,0
27549,781,0,0
27554,860,0,0
27560,849,0,0
27565,788,0,0
27570,807,0,0
27575,874,0,0
27580,841,0,0
27585,775,0,0
27590,828,0,0
27595,926,0,0
27601,883,0,0
27606,818,0,0
27612,853,0,0
27617,917,0,0
27622,821,0,0
27627,783,0,0
27632,819,0,0
27637,876,0,0
27642,791,0,0
27647,772,0,0
27652,821,0,0
27658,855,0,0
27663,752,0,0
27668,768,0,0
27674,857,0,0
27679,815,0,0
27686,754,0,0
27691,791,0,0
27696,876,0,0
27701,838,0,0
27707,839,0,0
27712,939,0,0
27717,1111,0,0
