0.0,-14.016500290708871
0.006,-17.053413021762818
0.011,-33.32078187967248
0.016,-53.12151812768467
0.021,-53.125911709640334
0.026,-26.003020244343745
0.031,6.526925054086575
0.036,10.89894675107702
0.041,-29.793842426882733
0.509,-98.7262810080935
0.514,-148.9029469425993
0.519,-130.70742100096163
0.524,-36.23481447234595
0.529,77.80966521687287
0.534,130.1534941012232
0.539,90.67614523514567
0.544,5.537296855015363
0.549,-58.96972104607954
0.555,-82.12808550520501
0.56,-89.82979743426348
0.566,-106.65813266210998
0.571,-126.8732366438935
0.576,-132.34998195626113
0.581,-122.66358555102187
0.586,-116.02391097948369
0.591,-125.14404716577876
0.596,-142.74971130176766
0.602,-152.88061240492988
0.607,-150.0685353753322
0.612,-142.5544625623323
0.617,-138.67979204127025
0.625,-135.8018346648057
0.63,-125.54848225168811
0.635,-107.82902654220119
0.64,-95.22546037433904
0.645,-100.18989271671416
0.651,-117.94736067105839
0.657,-126.6900177159527
0.662,-109.96154482747006
0.667,-77.24235797145222
0.672,-55.038636453766344
0.677,-57.03995564273448
0.682,-71.69960260089498
0.687,-79.54743089225971
0.692,-69.35003017858614
0.698,-34.12196914741722
0.703,30.74333812424724
0.708,113.16216140684747
0.713,180.24103926093804
0.718,203.3087273486681
0.723,183.82035869149811
0.728,146.51367582619903
0.733,112.38455552104378
0.738,86.05138060456979
0.744,62.8260835547665
0.749,38.084893564165505
0.754,12.76375577910188
0.759,-5.108241576692497
0.764,-9.35284929675948
0.769,-7.477069772835709
0.774,-13.532734184719459
0.779,-27.304195808493034
0.784,-33.33912390267262
0.795,-24.90645668680053
0.8,-16.443676100062973
0.805,-24.925126401970033
0.81,-47.47965196739186
0.815,-65.7226515887258
0.82,-68.35346936763924
0.825,-62.301434641899164
0.83,-62.194908953624164
0.835,-74.64873174430498
0.841,-94.11972764646889
0.846,-109.46634774118175
0.851,-112.55659022357231
0.856,-104.35227306710364
0.861,-95.02679327339341
0.866,-95.5665284275579
0.871,-107.08462018553313
0.876,-119.7434787847351
0.881,-123.7594292027709
0.887,-120.21275385622779
0.893,-118.20357207099201
0.898,-119.42814253995526
0.903,-105.16662766990795
0.908,-43.41568072702981
0.913,76.02713293976737
0.918,201.5338050823598
0.923,230.27184014610725
0.928,93.25114450464338
0.934,-159.37820301985667
0.939,-379.9540313900942
0.944,-446.7590243826432
0.949,-360.97467001434205
0.954,-222.13070125994773
0.959,-126.59664192519138
0.969,-99.228864765268
0.974,-105.6280025385249
0.979,-105.52146362774484
0.985,-89.1106643712985
0.99,-74.41542623729862
0.995,-78.97864731712625
1.0,-94.15105512268671
1.005,-87.92600068589752
1.01,-36.69686654919544
1.015,48.33071760592446
1.02,131.46715384514596
1.025,185.12404832216737
1.031,205.2511438740896
1.036,200.6553461935823
1.041,180.19705122771762
1.046,151.17250560197243
1.051,119.65211680889725
